S.No,Date,City,Country,Customer Type,Gender,Product Category,Product,SKU,Unit Cost,Sales Price,Quantity,Cost of Goods Sold,Discount,Payment Method,Revenue,Profit
1034,07-08-2024,Salvador,Brazil,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,2,40,? 2.60,Cash,? 52.00,? 12.00
1035,07-08-2024,Allahabad,India,Member,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",7,14000,? 260.00,Cash,"? 16,100.00","? 2,100.00"
1036,07-08-2024,Las Vegas,USA,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,6,360,? 45.00,E-Wallet,? 450.00,? 90.00
1037,07-08-2024,Aizawl,India,Member,Female,Groceries,Sugar,1026,? 45.00,? 59.00,7,315,? 61.43,E-Wallet,? 409.50,? 94.50
1038,07-08-2024,Hobart,Australia,Normal,Male,Personal Care,Toothpaste,1053,? 95.00,? 124.00,7,665,? 43.23,Cash,? 864.50,? 199.50
1039,07-08-2024,Aligarh,India,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,7,700,? 63.70,Credit Card,? 910.00,? 210.00
1040,07-08-2024,Fujairah,UAE,Member,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,8,1440,? 100.00,Credit Card,"? 1,872.00",? 432.00
1041,07-08-2024,Agra,India,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,3,750,? 48.75,Cash,? 975.00,? 225.00
1042,07-08-2024,Vancouver,Canada,Member,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",5,17500,? 455.00,Cash,"? 22,750.00","? 5,250.00"
1043,07-08-2024,Sambalpur,India,Member,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",9,45000,? 650.00,E-Wallet,"? 54,000.00","? 9,000.00"
1044,07-08-2024,Edmonton,Canada,Normal,Male,Stationery,Pencil,1038,? 5.00,? 7.00,10,50,? 4.55,Credit Card,? 65.00,? 15.00
1045,07-08-2024,Adelaide,Australia,Member,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",9,495000,"? 10,725.00",Cash,"? 5,69,250.00","? 74,250.00"
1046,07-08-2024,Stuttgart,Germany,Normal,Female,Personal Care,Razor,1057,? 50.00,? 65.00,4,200,? 17.50,Credit Card,? 250.00,? 50.00
1047,08-08-2024,Dallas,USA,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,3,420,? 33.81,Credit Card,? 483.00,? 63.00
1048,08-08-2024,Leeds,UK,Normal,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",4,3600,? 117.00,Credit Card,"? 4,320.00",? 720.00
1049,08-08-2024,Moradabad,India,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,7,385,? 25.03,Cash,? 500.50,? 115.50
1050,08-08-2024,Kansas City,USA,Normal,Female,Groceries,Tea,1029,? 550.00,? 715.00,5,2750,? 100.00,Credit Card,"? 3,300.00",? 550.00
1051,08-08-2024,Kharagpur,India,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,7,385,? 25.03,Cash,? 500.50,? 115.50
1052,08-08-2024,Toronto,Canada,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,6,480,? 62.40,E-Wallet,? 624.00,? 144.00
1053,08-08-2024,Kota,India,Normal,Male,Groceries,Sugar,1026,? 45.00,? 59.00,5,225,? 28.13,E-Wallet,? 281.25,? 56.25
1054,08-08-2024,Kolkata,India,Normal,Female,Groceries,Tea,1029,? 550.00,? 715.00,5,2750,? 100.00,Credit Card,"? 3,575.00",? 825.00
1055,08-08-2024,Houston,USA,Member,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Cash,"? 60,000.00","? 12,000.00"
1056,08-08-2024,Aligarh,India,Normal,Male,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",6,330000,"? 10,725.00",E-Wallet,"? 3,96,000.00","? 66,000.00"
1057,08-08-2024,Fujairah,UAE,Normal,Male,Stationery,Notebook,1035,? 50.00,? 65.00,5,250,? 30.00,E-Wallet,? 300.00,? 50.00
1058,08-08-2024,Manaus,Brazil,Member,Male,Stationery,Notebook,1035,? 50.00,? 65.00,6,300,? 46.80,Credit Card,? 390.00,? 90.00
1059,08-08-2024,Chicago,USA,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Cash,"? 62,400.00","? 14,400.00"
1060,08-08-2024,Chicago,USA,Member,Male,Personal Care,Soap,1052,? 35.00,? 46.00,9,315,? 61.43,E-Wallet,? 409.50,? 94.50
1061,08-08-2024,Leipzig,Germany,Normal,Male,Groceries,Sugar,1026,? 45.00,? 59.00,6,270,? 17.55,Cash,? 351.00,? 81.00
1062,08-08-2024,Austin,USA,Normal,Male,Clothing,Bralette,1014,? 600.00,? 780.00,4,2400,? 100.00,E-Wallet,"? 3,120.00",? 720.00
1063,08-08-2024,Bangalore,India,Member,Female,Groceries,Sugar,1026,? 45.00,? 59.00,2,90,? 14.04,Credit Card,? 117.00,? 27.00
1064,08-08-2024,Baltimore,USA,Member,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,3,540,? 100.00,E-Wallet,? 675.00,? 135.00
1065,08-08-2024,Milwaukee,USA,Member,Female,Clothing,T-shirt,1017,? 500.00,? 650.00,6,3000,? 100.00,Credit Card,"? 3,900.00",? 900.00
1066,08-08-2024,Bhopal,India,Member,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,6,540,? 67.50,Cash,? 675.00,? 135.00
1067,08-08-2024,Nashville,USA,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,4,1000,? 65.00,Cash,"? 1,300.00",? 300.00
1068,09-08-2024,Cologne,Germany,Member,Male,Clothing,Socks,1016,? 100.00,? 130.00,6,600,? 93.60,Credit Card,? 780.00,? 180.00
1069,09-08-2024,New York,USA,Normal,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,4,360,? 32.76,Credit Card,? 468.00,? 108.00
1070,09-08-2024,Moradabad,India,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,3,300,? 19.50,Cash,? 390.00,? 90.00
1071,09-08-2024,Gwalior,India,Normal,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",5,10000,? 260.00,Cash,"? 13,000.00","? 3,000.00"
1072,09-08-2024,San Francisco,USA,Member,Female,Personal Care,Face Wash,1055,? 150.00,? 195.00,7,1050,? 100.00,E-Wallet,"? 1,365.00",? 315.00
1073,09-08-2024,Munich,Germany,Normal,Male,Groceries,Rice,1020,? 60.00,? 78.00,5,300,? 18.75,Cash,? 375.00,? 75.00
1074,09-08-2024,Moradabad,India,Normal,Female,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 39.38,Credit Card,? 562.50,? 112.50
1075,09-08-2024,Toronto,Canada,Normal,Male,Personal Care,Shampoo,1051,? 180.00,? 234.00,6,1080,? 94.50,Credit Card,"? 1,350.00",? 270.00
1076,09-08-2024,Chicago,USA,Normal,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 63.70,Credit Card,? 910.00,? 210.00
1077,09-08-2024,Frankfurt,Germany,Normal,Male,Household Items,Laundry Basket,1050,? 450.00,? 585.00,2,900,? 54.00,Cash,"? 1,080.00",? 180.00
1078,09-08-2024,Munich,Germany,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,10,2500,? 100.00,Cash,"? 3,250.00",? 750.00
1079,09-08-2024,Fujairah,UAE,Normal,Male,Clothing,Jacket,1012,"? 2,500.00","? 3,250.00",2,5000,? 325.00,E-Wallet,"? 6,250.00","? 1,250.00"
1080,09-08-2024,Kharagpur,India,Member,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,10,550,? 79.20,Credit Card,? 660.00,? 110.00
1081,09-08-2024,Sydney,Australia,Member,Male,Groceries,Tea,1029,? 550.00,? 715.00,6,3300,? 100.00,E-Wallet,"? 4,290.00",? 990.00
1082,09-08-2024,São Paulo,Brazil,Normal,Male,Groceries,Eggs,1023,? 7.00,? 9.00,2,14,? 1.18,Credit Card,? 16.80,? 2.80
1083,09-08-2024,Leipzig,Germany,Member,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",4,48000,"? 2,340.00",Credit Card,"? 62,400.00","? 14,400.00"
1084,09-08-2024,Mumbai,India,Normal,Male,Groceries,Juice (1L),1032,? 90.00,? 117.00,5,450,? 40.95,Credit Card,? 585.00,? 135.00
1085,09-08-2024,Leeds,UK,Member,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",2,10000,? 650.00,Credit Card,"? 13,000.00","? 3,000.00"
1086,09-08-2024,Kolhapur,India,Normal,Male,Electronics,Power Bank,1006,"? 1,200.00","? 1,560.00",8,9600,? 156.00,Credit Card,"? 12,480.00","? 2,880.00"
1087,09-08-2024,Aligarh,India,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,3,240,? 15.60,Cash,? 312.00,? 72.00
1088,09-08-2024,Patna,India,Normal,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",3,15000,? 650.00,Cash,"? 19,500.00","? 4,500.00"
1089,09-08-2024,Los Angeles,USA,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,7,700,? 91.00,E-Wallet,? 910.00,? 210.00
1090,09-08-2024,Sharjah,UAE,Normal,Female,Stationery,Highlighter,1040,? 20.00,? 26.00,2,40,? 2.60,Cash,? 52.00,? 12.00
1091,09-08-2024,Glasgow,UK,Normal,Female,Clothing,Cap,1019,? 300.00,? 390.00,8,2400,? 100.00,Credit Card,"? 3,120.00",? 720.00
1092,09-08-2024,Dubai,UAE,Normal,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,3,300,? 39.00,E-Wallet,? 390.00,? 90.00
1093,09-08-2024,Ahmedabad,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,6,840,? 54.60,Cash,"? 1,092.00",? 252.00
1094,10-08-2024,Bokaro,India,Normal,Male,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",5,9000,? 234.00,E-Wallet,"? 11,700.00","? 2,700.00"
1095,10-08-2024,Birmingham,UK,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,6,330,? 30.03,Credit Card,? 429.00,? 99.00
1096,10-08-2024,Atlanta,USA,Member,Female,Groceries,Milk,1021,? 60.00,? 78.00,4,240,? 46.80,E-Wallet,? 312.00,? 72.00
1097,10-08-2024,Allahabad,India,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,5,700,? 63.70,Credit Card,? 910.00,? 210.00
1098,10-08-2024,Adelaide,Australia,Normal,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,8,1120,? 72.80,Cash,"? 1,456.00",? 336.00
1099,10-08-2024,Adelaide,Australia,Normal,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",7,35000,? 650.00,Credit Card,"? 45,500.00","? 10,500.00"
1100,10-08-2024,San Jose,USA,Normal,Female,Personal Care,Shampoo,1051,? 180.00,? 234.00,1,180,? 11.70,Cash,? 234.00,? 54.00
1101,10-08-2024,Bhopal,India,Member,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",4,8800,? 286.00,Credit Card,"? 11,440.00","? 2,640.00"
1102,10-08-2024,Kota,India,Normal,Female,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",4,7200,? 234.00,Cash,"? 9,360.00","? 2,160.00"
1103,10-08-2024,Patna,India,Normal,Male,Groceries,Milk,1021,? 60.00,? 78.00,1,60,? 7.80,E-Wallet,? 78.00,? 18.00
1104,10-08-2024,Frankfurt,Germany,Member,Male,Groceries,Eggs,1023,? 7.00,? 9.00,3,21,? 2.63,Cash,? 26.25,? 5.25
1105,10-08-2024,Madurai,India,Member,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",6,12000,? 260.00,Cash,"? 14,400.00","? 2,400.00"
1106,10-08-2024,Melbourne,Australia,Normal,Female,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,4,80,? 6.44,Credit Card,? 92.00,? 12.00
1107,10-08-2024,Montreal,Canada,Normal,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,4,800,? 72.80,Credit Card,"? 1,040.00",? 240.00
1108,10-08-2024,Calgary,Canada,Member,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",7,126000,"? 3,510.00",Credit Card,"? 1,63,800.00","? 37,800.00"
1109,10-08-2024,Kota,India,Normal,Male,Household Items,Laundry Basket,1050,? 450.00,? 585.00,9,4050,? 100.00,Cash,"? 5,265.00","? 1,215.00"
1110,10-08-2024,Brasília,Brazil,Normal,Female,Groceries,Rice,1020,? 60.00,? 78.00,1,60,? 7.50,E-Wallet,? 75.00,? 15.00
1111,10-08-2024,Vijayawada,India,Normal,Male,Clothing,T-shirt,1017,? 500.00,? 650.00,4,2000,? 100.00,Credit Card,"? 2,600.00",? 600.00
1112,10-08-2024,Jaipur,India,Normal,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,5,200,? 26.00,E-Wallet,? 260.00,? 60.00
1113,10-08-2024,Sheffield,UK,Member,Male,Clothing,Skirt,1013,? 800.00,"? 1,040.00",4,3200,? 104.00,Cash,"? 4,160.00",? 960.00
1114,10-08-2024,Thiruvananthapuram,India,Member,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",3,6000,? 260.00,Credit Card,"? 7,500.00","? 1,500.00"
1115,10-08-2024,Karimnagar,India,Normal,Female,Electronics,Bluetooth Speaker,1005,"? 2,200.00","? 2,860.00",4,8800,? 286.00,Credit Card,"? 10,120.00","? 1,320.00"
1116,10-08-2024,Bardhaman,India,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,5,200,? 13.00,Cash,? 260.00,? 60.00
1117,10-08-2024,Brisbane,Australia,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",5,275000,"? 10,725.00",Credit Card,"? 3,57,500.00","? 82,500.00"
1118,10-08-2024,Boston,USA,Member,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",3,10500,? 455.00,Cash,"? 13,650.00","? 3,150.00"
1119,10-08-2024,Baranagar,India,Member,Female,Groceries,Milk,1021,? 60.00,? 78.00,5,300,? 39.00,Cash,? 390.00,? 90.00
1120,10-08-2024,Leipzig,Germany,Member,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,6,1500,? 100.00,E-Wallet,"? 1,800.00",? 300.00
1121,10-08-2024,Manchester,UK,Normal,Female,Groceries,Fruits,1024,? 80.00,? 104.00,4,320,? 29.12,Credit Card,? 416.00,? 96.00
1122,10-08-2024,Kolkata,India,Member,Male,Groceries,Sugar,1026,? 45.00,? 59.00,8,360,? 45.00,Cash,? 450.00,? 90.00
1123,10-08-2024,Perth,Australia,Member,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,7,1750,? 100.00,Cash,"? 2,100.00",? 350.00
1124,10-08-2024,Madurai,India,Member,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",6,108000,"? 3,510.00",Cash,"? 1,40,400.00","? 32,400.00"
1125,10-08-2024,Houston,USA,Member,Male,Personal Care,Toothpaste,1053,? 95.00,? 124.00,3,285,? 37.05,Cash,? 370.50,? 85.50
1126,10-08-2024,Winnipeg,Canada,Member,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,3,750,? 100.00,E-Wallet,? 900.00,? 150.00
1127,10-08-2024,Seattle,USA,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,1,55,? 7.15,E-Wallet,? 71.50,? 16.50
1128,11-08-2024,Nashik,India,Normal,Female,Stationery,Eraser,1039,? 3.00,? 4.00,5,15,? 1.31,Credit Card,? 18.75,? 3.75
1129,11-08-2024,Austin,USA,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",3,165000,"? 10,725.00",E-Wallet,"? 2,06,250.00","? 41,250.00"
1130,11-08-2024,Satna,India,Member,Female,Personal Care,Soap,1052,? 35.00,? 46.00,7,245,? 31.85,Cash,? 318.50,? 73.50
1131,11-08-2024,Raichur,India,Normal,Male,Personal Care,Toothpaste,1053,? 95.00,? 124.00,6,570,? 35.63,Cash,? 712.50,? 142.50
1132,11-08-2024,Etawah,India,Normal,Female,Clothing,T-shirt,1017,? 500.00,? 650.00,4,2000,? 100.00,Cash,"? 2,600.00",? 600.00
1133,11-08-2024,Lucknow,India,Normal,Male,Clothing,Cap,1019,? 300.00,? 390.00,2,600,? 78.00,E-Wallet,? 780.00,? 180.00
1134,11-08-2024,Karimnagar,India,Normal,Male,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",6,10800,? 234.00,E-Wallet,"? 14,040.00","? 3,240.00"
1135,11-08-2024,Vancouver,Canada,Normal,Female,Clothing,Shirt,1010,? 900.00,"? 1,170.00",5,4500,? 117.00,Credit Card,"? 5,850.00","? 1,350.00"
1136,11-08-2024,Jaipur,India,Normal,Female,Groceries,Rice,1020,? 60.00,? 78.00,10,600,? 50.40,Credit Card,? 720.00,? 120.00
1137,11-08-2024,Bhiwani,India,Normal,Female,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",10,180000,"? 3,510.00",Credit Card,"? 2,34,000.00","? 54,000.00"
1138,11-08-2024,Palghar,India,Normal,Female,Personal Care,Sanitary Pads,1058,? 100.00,? 130.00,4,400,? 50.00,E-Wallet,? 500.00,? 100.00
1139,11-08-2024,Rio de Janeiro,Brazil,Normal,Female,Groceries,Coffee (200g),1033,? 250.00,? 325.00,2,500,? 45.50,Credit Card,? 650.00,? 150.00
1140,11-08-2024,Nashik,India,Normal,Female,Clothing,Socks,1016,? 100.00,? 130.00,7,700,? 58.80,Credit Card,? 840.00,? 140.00
1141,11-08-2024,Sheffield,UK,Normal,Female,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,4,160,? 14.56,Credit Card,? 208.00,? 48.00
1142,11-08-2024,Nashville,USA,Member,Female,Groceries,Cooking Oil,1028,? 140.00,? 182.00,6,840,? 100.00,Credit Card,"? 1,092.00",? 252.00
1143,11-08-2024,Nashik,India,Normal,Male,Personal Care,Face Wash,1055,? 150.00,? 195.00,5,750,? 68.25,Credit Card,? 975.00,? 225.00
1144,11-08-2024,Seattle,USA,Normal,Male,Stationery,Marker,1041,? 25.00,? 33.00,5,125,? 10.50,Credit Card,? 150.00,? 25.00
1145,11-08-2024,Sheffield,UK,Member,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",6,30000,? 650.00,E-Wallet,"? 39,000.00","? 9,000.00"
1146,11-08-2024,Sydney,Australia,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,4,1000,? 100.00,E-Wallet,"? 1,300.00",? 300.00
1147,11-08-2024,Bareilly,India,Member,Female,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",3,15000,? 650.00,Cash,"? 18,750.00","? 3,750.00"
1148,11-08-2024,Tenali,India,Member,Female,Personal Care,Shampoo,1051,? 180.00,? 234.00,8,1440,? 100.00,Credit Card,"? 1,728.00",? 288.00
1149,12-08-2024,Vijayawada,India,Member,Female,Clothing,Bralette,1014,? 600.00,? 780.00,2,1200,? 100.00,Cash,"? 1,560.00",? 360.00
1150,12-08-2024,Bardhaman,India,Normal,Male,Clothing,Socks,1016,? 100.00,? 130.00,6,600,? 78.00,E-Wallet,? 780.00,? 180.00
1151,12-08-2024,Cologne,Germany,Normal,Male,Stationery,Marker,1041,? 25.00,? 33.00,6,150,? 9.38,Cash,? 187.50,? 37.50
1152,12-08-2024,Gwalior,India,Member,Male,Groceries,Fruits,1024,? 80.00,? 104.00,4,320,? 49.92,Credit Card,? 416.00,? 96.00
1153,12-08-2024,Ratlam,India,Normal,Female,Groceries,Sugar,1026,? 45.00,? 59.00,4,180,? 11.25,Cash,? 225.00,? 45.00
1154,12-08-2024,Baranagar,India,Member,Male,Personal Care,Soap,1052,? 35.00,? 46.00,1,35,? 5.04,Credit Card,? 42.00,? 7.00
1155,12-08-2024,Atlanta,USA,Normal,Male,Groceries,Fruits,1024,? 80.00,? 104.00,1,80,? 7.28,Credit Card,? 104.00,? 24.00
1156,12-08-2024,Denver,USA,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,6,240,? 30.00,Cash,? 300.00,? 60.00
1157,12-08-2024,Leeds,UK,Normal,Female,Electronics,Charger,1007,? 800.00,"? 1,040.00",6,4800,? 104.00,Cash,"? 6,240.00","? 1,440.00"
1158,12-08-2024,Sheffield,UK,Normal,Male,Groceries,Bread,1022,? 40.00,? 52.00,7,280,? 36.40,E-Wallet,? 364.00,? 84.00
1159,12-08-2024,London,UK,Normal,Male,Groceries,Tea,1029,? 550.00,? 715.00,2,1100,? 100.00,Credit Card,"? 1,430.00",? 330.00
1160,12-08-2024,Ratlam,India,Normal,Male,Clothing,Cap,1019,? 300.00,? 390.00,6,1800,? 100.00,Credit Card,"? 2,340.00",? 540.00
1161,12-08-2024,Agra,India,Member,Male,Groceries,Cooking Oil,1028,? 140.00,? 182.00,4,560,? 100.00,E-Wallet,? 728.00,? 168.00
1162,12-08-2024,Milwaukee,USA,Member,Male,Electronics,Smartwatch,1004,"? 5,000.00","? 6,500.00",5,25000,? 650.00,Cash,"? 32,500.00","? 7,500.00"
1163,12-08-2024,Mumbai,India,Member,Female,Groceries,Milk,1021,? 60.00,? 78.00,2,120,? 18.72,Credit Card,? 156.00,? 36.00
1164,12-08-2024,Bareilly,India,Member,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,4,220,? 42.90,E-Wallet,? 286.00,? 66.00
1165,12-08-2024,London,UK,Normal,Male,Electronics,Charger,1007,? 800.00,"? 1,040.00",4,3200,? 104.00,Credit Card,"? 4,000.00",? 800.00
1166,12-08-2024,Kansas City,USA,Normal,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",1,900,? 58.50,Cash,"? 1,170.00",? 270.00
1167,12-08-2024,Baltimore,USA,Normal,Male,Stationery,Ruler,1044,? 15.00,? 20.00,10,150,? 19.50,E-Wallet,? 195.00,? 45.00
1168,12-08-2024,Moradabad,India,Normal,Male,Personal Care,Toothbrush,1054,? 25.00,? 33.00,5,125,? 7.19,Cash,? 143.75,? 18.75
1169,12-08-2024,Nashville,USA,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",10,35000,? 455.00,Credit Card,"? 43,750.00","? 8,750.00"
1170,12-08-2024,Bhopal,India,Normal,Male,Electronics,Headphones,1003,"? 3,500.00","? 4,550.00",6,21000,? 455.00,Cash,"? 26,250.00","? 5,250.00"
1171,12-08-2024,Montreal,Canada,Member,Male,Clothing,Socks,1016,? 100.00,? 130.00,5,500,? 78.00,Credit Card,? 650.00,? 150.00
1172,12-08-2024,Indianapolis,USA,Normal,Female,Personal Care,Shampoo,1051,? 180.00,? 234.00,2,360,? 23.40,Cash,? 468.00,? 108.00
1173,12-08-2024,Winnipeg,Canada,Normal,Female,Electronics,Laptop,1000,"? 55,000.00","? 71,500.00",2,110000,"? 10,725.00",E-Wallet,"? 1,43,000.00","? 33,000.00"
1174,12-08-2024,Palghar,India,Member,Male,Groceries,Bread,1022,? 40.00,? 52.00,4,160,? 22.08,Credit Card,? 184.00,? 24.00
1175,12-08-2024,San Jose,USA,Normal,Male,Personal Care,Face Wash,1055,? 150.00,? 195.00,7,1050,? 100.00,E-Wallet,"? 1,365.00",? 315.00
1176,12-08-2024,Patna,India,Member,Male,Groceries,Energy Drink,1034,? 100.00,? 130.00,7,700,? 91.00,Cash,? 910.00,? 210.00
1177,12-08-2024,Nashik,India,Normal,Female,Clothing,Jeans,1018,"? 1,800.00","? 2,340.00",4,7200,? 234.00,E-Wallet,"? 9,000.00","? 1,800.00"
1178,13-08-2024,Palghar,India,Normal,Female,Household Items,Broom,1048,? 90.00,? 117.00,3,270,? 22.68,Credit Card,? 324.00,? 54.00
1179,13-08-2024,Atlanta,USA,Normal,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,3,300,? 37.50,E-Wallet,? 375.00,? 75.00
1180,13-08-2024,Liverpool,UK,Normal,Female,Electronics,USB Cable,1008,? 250.00,? 325.00,5,1250,? 81.25,Cash,"? 1,625.00",? 375.00
1181,13-08-2024,Patna,India,Member,Female,Groceries,Energy Drink,1034,? 100.00,? 130.00,8,800,? 100.00,E-Wallet,"? 1,040.00",? 240.00
1182,13-08-2024,Vancouver,Canada,Member,Male,Groceries,Soft Drink (500ml),1030,? 40.00,? 52.00,5,200,? 26.00,Cash,? 260.00,? 60.00
1183,13-08-2024,New York,USA,Normal,Female,Personal Care,Soap,1052,? 35.00,? 46.00,3,105,? 6.56,Cash,? 131.25,? 26.25
1184,13-08-2024,Manchester,UK,Normal,Male,Electronics,Tablet,1002,"? 18,000.00","? 23,400.00",5,90000,"? 3,510.00",Credit Card,"? 1,17,000.00","? 27,000.00"
1185,13-08-2024,Fortaleza,Brazil,Normal,Male,Groceries,Salt,1027,? 20.00,? 26.00,6,120,? 15.00,E-Wallet,? 150.00,? 30.00
1186,13-08-2024,Melbourne,Australia,Normal,Male,Groceries,Packaged Water (1L),1031,? 20.00,? 26.00,6,120,? 7.20,Cash,? 144.00,? 24.00
1187,13-08-2024,Cologne,Germany,Normal,Female,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",7,84000,"? 2,340.00",Credit Card,"? 1,09,200.00","? 25,200.00"
1188,13-08-2024,Bareilly,India,Normal,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,6,1500,? 100.00,E-Wallet,"? 1,875.00",? 375.00
1189,13-08-2024,Bhagalpur,India,Member,Female,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",7,14000,? 260.00,Credit Card,"? 17,500.00","? 3,500.00"
1190,13-08-2024,Bristol,UK,Member,Male,Clothing,Shirt,1010,? 900.00,"? 1,170.00",6,5400,? 117.00,Cash,"? 7,020.00","? 1,620.00"
1191,13-08-2024,Vijayawada,India,Member,Male,Electronics,USB Cable,1008,? 250.00,? 325.00,3,750,? 100.00,Credit Card,? 862.50,? 112.50
1192,13-08-2024,Lucknow,India,Member,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,6,330,? 42.90,Cash,? 429.00,? 99.00
1193,13-08-2024,Nagpur,India,Normal,Male,Clothing,Shoes,1015,"? 2,000.00","? 2,600.00",3,6000,? 260.00,Cash,"? 7,800.00","? 1,800.00"
1194,13-08-2024,Sambalpur,India,Normal,Male,Groceries,Wheat Flour,1025,? 55.00,? 72.00,4,220,? 27.50,E-Wallet,? 275.00,? 55.00
1195,13-08-2024,Kharagpur,India,Member,Female,Groceries,Sugar,1026,? 45.00,? 59.00,8,360,? 56.16,Credit Card,? 468.00,? 108.00
1196,13-08-2024,Rewa,India,Normal,Male,Electronics,Monitor,1009,"? 12,000.00","? 15,600.00",5,60000,"? 2,340.00",Credit Card,"? 69,000.00","? 9,000.00"
1197,13-08-2024,Baltimore,USA,Normal,Female,Groceries,Milk,1021,? 60.00,? 78.00,4,240,? 31.20,E-Wallet,? 312.00,? 72.00
1198,13-08-2024,Tumkur,India,Normal,Female,Groceries,Wheat Flour,1025,? 55.00,? 72.00,4,220,? 26.40,E-Wallet,? 264.00,? 44.00
1199,13-08-2024,Montreal,Canada,Normal,Male,Stationery,Marker,1041,? 25.00,? 33.00,2,50,? 4.55,Credit Card,? 65.00,? 15.00
1200,13-08-2024,Bhiwani,India,Member,Female,Personal Care,Deodorant,1056,? 200.00,? 260.00,7,1400,? 100.00,Cash,"? 1,820.00",? 420.00
